year,gender,sg,age_group,region,ex-smoker,non-smoker,quitter,smoker,weight
2013.0,female,AB,0,EAST,0.0,0.812,0.007,0.181,28.132
2013.0,female,AB,0,EAST MIDLANDS,0.0,0.994,0.0,0.006,16.336
2013.0,female,AB,0,LONDON,0.0,0.951,0.0,0.049,25.448
2013.0,female,AB,0,NORTH EAST,0.0,0.998,0.0,0.002,15.382
2013.0,female,AB,0,NORTH WEST,0.054,0.857,0.0,0.089,17.537
2013.0,female,AB,0,SOUTH EAST,0.0,0.815,0.004,0.181,42.458
2013.0,female,AB,0,SOUTH WEST,0.111,0.649,0.008,0.232,16.995
2013.0,female,AB,0,WEST MIDLANDS,0.0,0.804,0.005,0.191,13.96
2013.0,female,AB,0,YORKSHIRE AND THE HUMBER,0.0,0.811,0.005,0.184,24.342
2013.0,female,AB,1,EAST,0.164,0.705,0.006,0.125,55.06
2013.0,female,AB,1,EAST MIDLANDS,0.085,0.808,0.001,0.106,29.415
2013.0,female,AB,1,LONDON,0.056,0.826,0.003,0.115,83.188
2013.0,female,AB,1,NORTH EAST,0.119,0.689,0.092,0.1,18.283
2013.0,female,AB,1,NORTH WEST,0.086,0.714,0.011,0.19,45.226
2013.0,female,AB,1,SOUTH EAST,0.146,0.712,0.026,0.116,81.707
2013.0,female,AB,1,SOUTH WEST,0.089,0.72,0.033,0.158,33.317
2013.0,female,AB,1,WEST MIDLANDS,0.035,0.722,0.041,0.202,31.569
2013.0,female,AB,1,YORKSHIRE AND THE HUMBER,0.191,0.696,0.047,0.066,57.729
2013.0,female,AB,2,EAST,0.127,0.821,0.002,0.049,77.442
2013.0,female,AB,2,EAST MIDLANDS,0.237,0.741,0.0,0.022,50.773
2013.0,female,AB,2,LONDON,0.212,0.693,0.02,0.075,95.773
2013.0,female,AB,2,NORTH EAST,0.074,0.763,0.003,0.16,24.801
2013.0,female,AB,2,NORTH WEST,0.121,0.757,0.03,0.091,38.596
2013.0,female,AB,2,SOUTH EAST,0.121,0.826,0.01,0.044,93.648
2013.0,female,AB,2,SOUTH WEST,0.196,0.765,0.023,0.016,61.816
2013.0,female,AB,2,WEST MIDLANDS,0.212,0.735,0.001,0.052,50.325
2013.0,female,AB,2,YORKSHIRE AND THE HUMBER,0.169,0.686,0.037,0.108,71.798
2013.0,female,AB,3,EAST,0.206,0.676,0.004,0.115,79.548
2013.0,female,AB,3,EAST MIDLANDS,0.222,0.717,0.002,0.059,42.65
2013.0,female,AB,3,LONDON,0.189,0.684,0.003,0.124,63.24
2013.0,female,AB,3,NORTH EAST,0.135,0.731,0.002,0.132,28.361
2013.0,female,AB,3,NORTH WEST,0.127,0.722,0.002,0.149,62.537
2013.0,female,AB,3,SOUTH EAST,0.185,0.736,0.002,0.077,111.273
2013.0,female,AB,3,SOUTH WEST,0.211,0.707,0.016,0.065,95.534
2013.0,female,AB,3,WEST MIDLANDS,0.168,0.654,0.004,0.174,58.669
2013.0,female,AB,3,YORKSHIRE AND THE HUMBER,0.256,0.594,0.023,0.126,56.846
2013.0,female,AB,4,EAST,0.177,0.704,0.024,0.095,90.495
2013.0,female,AB,4,EAST MIDLANDS,0.287,0.51,0.064,0.138,35.034
2013.0,female,AB,4,LONDON,0.219,0.661,0.005,0.115,55.696
2013.0,female,AB,4,NORTH EAST,0.324,0.676,0.0,0.0,22.872
2013.0,female,AB,4,NORTH WEST,0.093,0.691,0.057,0.159,32.309
2013.0,female,AB,4,SOUTH EAST,0.226,0.651,0.002,0.121,81.515
2013.0,female,AB,4,SOUTH WEST,0.219,0.633,0.018,0.13,51.377
2013.0,female,AB,4,WEST MIDLANDS,0.335,0.543,0.025,0.097,42.377
2013.0,female,AB,4,YORKSHIRE AND THE HUMBER,0.149,0.762,0.003,0.087,48.8
2013.0,female,AB,5,EAST,0.28,0.626,0.002,0.091,95.242
2013.0,female,AB,5,EAST MIDLANDS,0.07,0.867,0.002,0.061,36.705
2013.0,female,AB,5,LONDON,0.262,0.673,0.019,0.047,44.266
2013.0,female,AB,5,NORTH EAST,0.443,0.482,0.005,0.07,17.157
2013.0,female,AB,5,NORTH WEST,0.31,0.656,0.0,0.034,62.006
2013.0,female,AB,5,SOUTH EAST,0.334,0.581,0.011,0.074,148.285
2013.0,female,AB,5,SOUTH WEST,0.306,0.633,0.008,0.053,80.096
2013.0,female,AB,5,WEST MIDLANDS,0.31,0.662,0.0,0.027,77.589
2013.0,female,AB,5,YORKSHIRE AND THE HUMBER,0.241,0.685,0.014,0.06,66.13
2013.0,female,C1,0,EAST,0.107,0.736,0.04,0.118,55.386
2013.0,female,C1,0,EAST MIDLANDS,0.024,0.72,0.008,0.248,32.41
2013.0,female,C1,0,LONDON,0.033,0.842,0.016,0.109,112.948
2013.0,female,C1,0,NORTH EAST,0.028,0.682,0.029,0.261,34.962
2013.0,female,C1,0,NORTH WEST,0.042,0.591,0.021,0.346,97.004
2013.0,female,C1,0,SOUTH EAST,0.028,0.78,0.003,0.19,61.378
2013.0,female,C1,0,SOUTH WEST,0.0,0.827,0.005,0.168,45.681
2013.0,female,C1,0,WEST MIDLANDS,0.0,0.719,0.018,0.262,48.793
2013.0,female,C1,0,YORKSHIRE AND THE HUMBER,0.0,0.728,0.029,0.243,68.08
2013.0,female,C1,1,EAST,0.153,0.647,0.024,0.175,63.584
2013.0,female,C1,1,EAST MIDLANDS,0.212,0.527,0.009,0.252,31.526
2013.0,female,C1,1,LONDON,0.051,0.859,0.013,0.077,127.402
2013.0,female,C1,1,NORTH EAST,0.147,0.709,0.028,0.116,31.318
2013.0,female,C1,1,NORTH WEST,0.075,0.739,0.02,0.166,60.251
2013.0,female,C1,1,SOUTH EAST,0.199,0.626,0.014,0.16,80.942
2013.0,female,C1,1,SOUTH WEST,0.204,0.626,0.004,0.167,52.469
2013.0,female,C1,1,WEST MIDLANDS,0.123,0.78,0.031,0.067,49.729
2013.0,female,C1,1,YORKSHIRE AND THE HUMBER,0.068,0.647,0.053,0.232,63.146
2013.0,female,C1,2,EAST,0.246,0.59,0.017,0.145,67.339
2013.0,female,C1,2,EAST MIDLANDS,0.088,0.689,0.004,0.219,36.219
2013.0,female,C1,2,LONDON,0.105,0.792,0.006,0.097,113.903
2013.0,female,C1,2,NORTH EAST,0.195,0.608,0.008,0.189,22.288
2013.0,female,C1,2,NORTH WEST,0.195,0.666,0.024,0.115,70.034
2013.0,female,C1,2,SOUTH EAST,0.168,0.636,0.008,0.187,78.565
2013.0,female,C1,2,SOUTH WEST,0.185,0.655,0.019,0.141,59.352
2013.0,female,C1,2,WEST MIDLANDS,0.151,0.719,0.011,0.119,68.787
2013.0,female,C1,2,YORKSHIRE AND THE HUMBER,0.121,0.611,0.004,0.264,46.894
2013.0,female,C1,3,EAST,0.152,0.682,0.005,0.161,61.966
2013.0,female,C1,3,EAST MIDLANDS,0.168,0.566,0.004,0.261,51.694
2013.0,female,C1,3,LONDON,0.084,0.81,0.011,0.095,95.931
2013.0,female,C1,3,NORTH EAST,0.183,0.546,0.034,0.238,19.394
2013.0,female,C1,3,NORTH WEST,0.092,0.681,0.024,0.203,54.649
2013.0,female,C1,3,SOUTH EAST,0.138,0.628,0.03,0.204,98.43
2013.0,female,C1,3,SOUTH WEST,0.198,0.67,0.003,0.129,48.51
2013.0,female,C1,3,WEST MIDLANDS,0.228,0.685,0.015,0.072,61.958
2013.0,female,C1,3,YORKSHIRE AND THE HUMBER,0.082,0.669,0.024,0.226,55.48
2013.0,female,C1,4,EAST,0.15,0.692,0.051,0.109,46.054
2013.0,female,C1,4,EAST MIDLANDS,0.182,0.614,0.006,0.196,33.407
2013.0,female,C1,4,LONDON,0.138,0.726,0.004,0.132,45.72
2013.0,female,C1,4,NORTH EAST,0.217,0.444,0.039,0.299,16.595
2013.0,female,C1,4,NORTH WEST,0.153,0.703,0.048,0.096,36.582
2013.0,female,C1,4,SOUTH EAST,0.234,0.627,0.001,0.138,89.225
2013.0,female,C1,4,SOUTH WEST,0.21,0.709,0.002,0.079,49.707
2013.0,female,C1,4,WEST MIDLANDS,0.186,0.612,0.017,0.184,44.492
2013.0,female,C1,4,YORKSHIRE AND THE HUMBER,0.287,0.548,0.004,0.161,47.079
2013.0,female,C1,5,EAST,0.277,0.664,0.019,0.039,94.441
2013.0,female,C1,5,EAST MIDLANDS,0.2,0.7,0.009,0.092,85.674
2013.0,female,C1,5,LONDON,0.136,0.77,0.002,0.092,44.11
2013.0,female,C1,5,NORTH EAST,0.185,0.627,0.005,0.183,36.777
2013.0,female,C1,5,NORTH WEST,0.27,0.576,0.015,0.139,54.117
2013.0,female,C1,5,SOUTH EAST,0.241,0.669,0.02,0.071,153.79
2013.0,female,C1,5,SOUTH WEST,0.201,0.717,0.011,0.071,82.829
2013.0,female,C1,5,WEST MIDLANDS,0.296,0.628,0.012,0.065,80.254
2013.0,female,C1,5,YORKSHIRE AND THE HUMBER,0.26,0.69,0.0,0.049,56.006
2013.0,female,C2,0,EAST,0.088,0.663,0.013,0.236,12.93
2013.0,female,C2,0,EAST MIDLANDS,0.151,0.371,0.081,0.397,27.092
2013.0,female,C2,0,LONDON,0.0,0.875,0.002,0.123,47.555
2013.0,female,C2,0,NORTH EAST,0.098,0.626,0.015,0.261,12.664
2013.0,female,C2,0,NORTH WEST,0.078,0.637,0.016,0.269,79.114
2013.0,female,C2,0,SOUTH EAST,0.054,0.542,0.033,0.371,42.569
2013.0,female,C2,0,SOUTH WEST,0.034,0.718,0.008,0.239,22.207
2013.0,female,C2,0,WEST MIDLANDS,0.067,0.642,0.003,0.288,26.806
2013.0,female,C2,0,YORKSHIRE AND THE HUMBER,0.052,0.552,0.089,0.307,23.319
2013.0,female,C2,1,EAST,0.113,0.635,0.036,0.216,38.872
2013.0,female,C2,1,EAST MIDLANDS,0.288,0.615,0.002,0.095,36.644
2013.0,female,C2,1,LONDON,0.068,0.738,0.013,0.18,96.669
2013.0,female,C2,1,NORTH EAST,0.0,0.837,0.15,0.013,7.021
2013.0,female,C2,1,NORTH WEST,0.088,0.672,0.015,0.226,67.865
2013.0,female,C2,1,SOUTH EAST,0.151,0.537,0.028,0.284,52.209
2013.0,female,C2,1,SOUTH WEST,0.159,0.607,0.043,0.19,34.815
2013.0,female,C2,1,WEST MIDLANDS,0.129,0.672,0.003,0.197,43.607
2013.0,female,C2,1,YORKSHIRE AND THE HUMBER,0.174,0.487,0.036,0.303,37.738
2013.0,female,C2,2,EAST,0.137,0.539,0.011,0.313,32.567
2013.0,female,C2,2,EAST MIDLANDS,0.167,0.516,0.005,0.312,37.059
2013.0,female,C2,2,LONDON,0.051,0.825,0.007,0.116,94.359
2013.0,female,C2,2,NORTH EAST,0.404,0.4,0.002,0.194,21.851
2013.0,female,C2,2,NORTH WEST,0.114,0.658,0.043,0.185,68.944
2013.0,female,C2,2,SOUTH EAST,0.231,0.546,0.048,0.175,67.392
2013.0,female,C2,2,SOUTH WEST,0.329,0.438,0.052,0.182,29.288
2013.0,female,C2,2,WEST MIDLANDS,0.278,0.589,0.003,0.129,32.493
2013.0,female,C2,2,YORKSHIRE AND THE HUMBER,0.026,0.521,0.051,0.403,40.019
2013.0,female,C2,3,EAST,0.319,0.548,0.004,0.129,29.516
2013.0,female,C2,3,EAST MIDLANDS,0.178,0.508,0.009,0.306,29.671
2013.0,female,C2,3,LONDON,0.038,0.735,0.01,0.216,51.743
2013.0,female,C2,3,NORTH EAST,0.048,0.631,0.007,0.314,20.156
2013.0,female,C2,3,NORTH WEST,0.084,0.728,0.005,0.182,55.018
2013.0,female,C2,3,SOUTH EAST,0.153,0.632,0.029,0.185,69.749
2013.0,female,C2,3,SOUTH WEST,0.28,0.581,0.005,0.133,30.514
2013.0,female,C2,3,WEST MIDLANDS,0.09,0.655,0.021,0.234,37.456
2013.0,female,C2,3,YORKSHIRE AND THE HUMBER,0.182,0.614,0.035,0.169,34.211
2013.0,female,C2,4,EAST,0.104,0.708,0.002,0.186,29.61
2013.0,female,C2,4,EAST MIDLANDS,0.169,0.468,0.002,0.36,20.411
2013.0,female,C2,4,LONDON,0.073,0.589,0.05,0.288,22.391
2013.0,female,C2,4,NORTH EAST,0.409,0.315,0.0,0.276,18.419
2013.0,female,C2,4,NORTH WEST,0.134,0.63,0.053,0.183,38.81
2013.0,female,C2,4,SOUTH EAST,0.306,0.458,0.025,0.212,43.121
2013.0,female,C2,4,SOUTH WEST,0.169,0.647,0.024,0.16,34.036
2013.0,female,C2,4,WEST MIDLANDS,0.13,0.757,0.011,0.103,34.308
2013.0,female,C2,4,YORKSHIRE AND THE HUMBER,0.128,0.758,0.003,0.111,22.204
2013.0,female,C2,5,EAST,0.163,0.709,0.029,0.099,42.947
2013.0,female,C2,5,EAST MIDLANDS,0.35,0.64,0.0,0.01,64.895
2013.0,female,C2,5,LONDON,0.135,0.77,0.001,0.094,32.908
2013.0,female,C2,5,NORTH EAST,0.409,0.444,0.003,0.144,17.111
2013.0,female,C2,5,NORTH WEST,0.221,0.629,0.002,0.148,71.947
2013.0,female,C2,5,SOUTH EAST,0.244,0.653,0.017,0.086,101.989
2013.0,female,C2,5,SOUTH WEST,0.162,0.705,0.003,0.13,53.043
2013.0,female,C2,5,WEST MIDLANDS,0.158,0.697,0.019,0.126,47.338
2013.0,female,C2,5,YORKSHIRE AND THE HUMBER,0.168,0.665,0.003,0.163,27.955
2013.0,female,D,0,EAST,0.11,0.482,0.021,0.387,26.397
2013.0,female,D,0,EAST MIDLANDS,0.044,0.851,0.041,0.064,21.983
2013.0,female,D,0,LONDON,0.025,0.796,0.005,0.174,54.298
2013.0,female,D,0,NORTH EAST,0.0,0.484,0.069,0.448,18.347
2013.0,female,D,0,NORTH WEST,0.087,0.622,0.022,0.269,36.749
2013.0,female,D,0,SOUTH EAST,0.0,0.631,0.008,0.361,29.455
2013.0,female,D,0,SOUTH WEST,0.075,0.587,0.01,0.328,30.041
2013.0,female,D,0,WEST MIDLANDS,0.0,0.722,0.022,0.257,43.055
2013.0,female,D,0,YORKSHIRE AND THE HUMBER,0.0,0.676,0.027,0.297,33.228
2013.0,female,D,1,EAST,0.111,0.399,0.019,0.471,30.143
2013.0,female,D,1,EAST MIDLANDS,0.034,0.662,0.057,0.247,42.466
2013.0,female,D,1,LONDON,0.063,0.771,0.021,0.145,78.827
2013.0,female,D,1,NORTH EAST,0.0,0.371,0.116,0.513,16.878
2013.0,female,D,1,NORTH WEST,0.123,0.496,0.07,0.312,55.316
2013.0,female,D,1,SOUTH EAST,0.122,0.504,0.087,0.287,35.769
2013.0,female,D,1,SOUTH WEST,0.067,0.452,0.089,0.391,31.206
2013.0,female,D,1,WEST MIDLANDS,0.046,0.836,0.004,0.114,52.387
2013.0,female,D,1,YORKSHIRE AND THE HUMBER,0.074,0.532,0.008,0.386,46.318
2013.0,female,D,2,EAST,0.121,0.583,0.002,0.294,19.829
2013.0,female,D,2,EAST MIDLANDS,0.162,0.56,0.033,0.245,35.253
2013.0,female,D,2,LONDON,0.045,0.907,0.002,0.046,50.685
2013.0,female,D,2,NORTH EAST,0.253,0.348,0.073,0.326,17.769
2013.0,female,D,2,NORTH WEST,0.03,0.638,0.039,0.294,28.394
2013.0,female,D,2,SOUTH EAST,0.06,0.699,0.013,0.228,19.125
2013.0,female,D,2,SOUTH WEST,0.301,0.311,0.077,0.311,22.9
2013.0,female,D,2,WEST MIDLANDS,0.068,0.745,0.005,0.182,32.74
2013.0,female,D,2,YORKSHIRE AND THE HUMBER,0.112,0.603,0.078,0.207,28.141
2013.0,female,D,3,EAST,0.042,0.712,0.007,0.239,23.052
2013.0,female,D,3,EAST MIDLANDS,0.156,0.44,0.028,0.375,21.3
2013.0,female,D,3,LONDON,0.078,0.796,0.05,0.075,26.363
2013.0,female,D,3,NORTH EAST,0.045,0.462,0.02,0.473,19.969
2013.0,female,D,3,NORTH WEST,0.057,0.561,0.044,0.338,36.222
2013.0,female,D,3,SOUTH EAST,0.096,0.5,0.034,0.369,35.944
2013.0,female,D,3,SOUTH WEST,0.12,0.551,0.023,0.306,23.996
2013.0,female,D,3,WEST MIDLANDS,0.051,0.532,0.009,0.407,23.188
2013.0,female,D,3,YORKSHIRE AND THE HUMBER,0.117,0.66,0.006,0.217,23.334
2013.0,female,D,4,EAST,0.088,0.492,0.004,0.417,14.391
2013.0,female,D,4,EAST MIDLANDS,0.167,0.574,0.011,0.248,28.989
2013.0,female,D,4,LONDON,0.051,0.87,0.003,0.076,14.709
2013.0,female,D,4,NORTH EAST,0.32,0.435,0.01,0.235,14.233
2013.0,female,D,4,NORTH WEST,0.189,0.62,0.007,0.184,33.879
2013.0,female,D,4,SOUTH EAST,0.131,0.607,0.024,0.238,32.733
2013.0,female,D,4,SOUTH WEST,0.098,0.659,0.003,0.239,27.394
2013.0,female,D,4,WEST MIDLANDS,0.048,0.623,0.009,0.32,13.67
2013.0,female,D,4,YORKSHIRE AND THE HUMBER,0.127,0.551,0.006,0.316,24.022
2013.0,female,D,5,EAST,0.311,0.525,0.002,0.161,42.631
2013.0,female,D,5,EAST MIDLANDS,0.212,0.597,0.003,0.188,48.244
2013.0,female,D,5,LONDON,0.168,0.698,0.002,0.132,24.983
2013.0,female,D,5,NORTH EAST,0.328,0.523,0.002,0.148,16.159
2013.0,female,D,5,NORTH WEST,0.128,0.62,0.026,0.226,49.911
2013.0,female,D,5,SOUTH EAST,0.254,0.703,0.001,0.043,67.279
2013.0,female,D,5,SOUTH WEST,0.36,0.52,0.017,0.104,47.134
2013.0,female,D,5,WEST MIDLANDS,0.212,0.687,0.0,0.1,49.686
2013.0,female,D,5,YORKSHIRE AND THE HUMBER,0.191,0.535,0.004,0.27,30.705
2013.0,female,E,0,EAST,0.053,0.344,0.05,0.553,16.558
2013.0,female,E,0,EAST MIDLANDS,0.0,0.163,0.015,0.822,13.407
2013.0,female,E,0,LONDON,0.033,0.653,0.045,0.269,30.168
2013.0,female,E,0,NORTH EAST,0.027,0.294,0.067,0.611,20.548
2013.0,female,E,0,NORTH WEST,0.036,0.724,0.02,0.221,68.626
2013.0,female,E,0,SOUTH EAST,0.052,0.124,0.009,0.815,12.68
2013.0,female,E,0,SOUTH WEST,0.0,0.657,0.012,0.331,10.148
2013.0,female,E,0,WEST MIDLANDS,0.046,0.618,0.006,0.33,19.76
2013.0,female,E,0,YORKSHIRE AND THE HUMBER,0.023,0.304,0.02,0.653,31.518
2013.0,female,E,1,EAST,0.156,0.403,0.007,0.434,17.107
2013.0,female,E,1,EAST MIDLANDS,0.06,0.339,0.078,0.523,15.786
2013.0,female,E,1,LONDON,0.011,0.708,0.026,0.254,33.749
2013.0,female,E,1,NORTH EAST,0.089,0.237,0.017,0.656,20.005
2013.0,female,E,1,NORTH WEST,0.117,0.45,0.019,0.414,36.598
2013.0,female,E,1,SOUTH EAST,0.117,0.3,0.022,0.561,18.962
2013.0,female,E,1,SOUTH WEST,0.162,0.271,0.019,0.548,21.011
2013.0,female,E,1,WEST MIDLANDS,0.061,0.667,0.004,0.268,16.741
2013.0,female,E,1,YORKSHIRE AND THE HUMBER,0.0,0.313,0.066,0.621,19.477
2013.0,female,E,2,EAST,0.0,0.266,0.034,0.7,8.596
2013.0,female,E,2,EAST MIDLANDS,0.118,0.484,0.042,0.356,7.445
2013.0,female,E,2,LONDON,0.0,0.687,0.006,0.307,22.74
2013.0,female,E,2,NORTH EAST,0.0,0.245,0.027,0.728,4.428
2013.0,female,E,2,NORTH WEST,0.026,0.399,0.019,0.556,24.447
2013.0,female,E,2,SOUTH EAST,0.0,0.329,0.025,0.646,9.96
2013.0,female,E,2,SOUTH WEST,0.186,0.369,0.011,0.434,10.162
2013.0,female,E,2,WEST MIDLANDS,0.0,0.794,0.003,0.203,9.497
2013.0,female,E,2,YORKSHIRE AND THE HUMBER,0.059,0.425,0.014,0.502,14.751
2013.0,female,E,3,EAST,0.195,0.172,0.015,0.618,8.994
